client_id,invoice_date,tarif_type,counter_number,counter_statue,counter_code,reading_remarque,counter_coefficient,consommation_level_1,consommation_level_2,consommation_level_3,consommation_level_4,old_index,new_index,months_number,counter_type
train_Client_0,2014-03-24,11,1335667,0,203,8,1,82,0,0,0,14302,14384,4,ELEC
train_Client_0,2013-03-29,11,1335667,0,203,6,1,1200,184,0,0,12294,13678,4,ELEC
train_Client_0,2015-03-23,11,1335667,0,203,8,1,123,0,0,0,14624,14747,4,ELEC
train_Client_0,2015-07-13,11,1335667,0,207,8,1,102,0,0,0,14747,14849,4,ELEC
train_Client_0,2016-11-17,11,1335667,0,207,9,1,572,0,0,0,15066,15638,12,ELEC
train_Client_0,2017-07-17,11,1335667,0,207,9,1,314,0,0,0,15638,15952,8,ELEC
train_Client_0,2018-12-07,11,1335667,0,207,9,1,541,0,0,0,15952,16493,12,ELEC
train_Client_0,2019-03-19,11,1335667,0,207,9,1,585,0,0,0,16493,17078,8,ELEC
train_Client_0,2011-07-22,11,1335667,0,203,9,1,1200,186,0,0,7770,9156,4,ELEC
train_Client_0,2011-11-22,11,1335667,0,203,6,1,1082,0,0,0,9156,10238,4,ELEC
train_Client_0,2008-11-25,11,1335667,0,203,6,1,174,0,0,0,5417,5591,4,ELEC
train_Client_0,2012-07-23,11,1335667,0,203,6,1,628,0,0,0,10780,11408,4,ELEC
train_Client_0,2012-11-29,11,1335667,0,203,6,1,886,0,0,0,11408,12294,4,ELEC
train_Client_0,2013-07-22,11,1335667,0,203,8,1,147,0,0,0,13983,14130,4,ELEC
train_Client_0,2014-07-18,11,1335667,0,203,8,1,99,0,0,0,14384,14483,4,ELEC
train_Client_0,2014-11-24,11,1335667,0,203,8,1,141,0,0,0,14483,14624,4,ELEC
train_Client_0,2015-11-18,11,1335667,0,207,9,1,217,0,0,0,14849,15066,4,ELEC
train_Client_0,2012-03-27,11,1335667,0,203,8,1,292,0,0,0,10488,10780,4,ELEC
train_Client_0,2011-03-30,11,1335667,0,203,6,1,497,0,0,0,7273,7770,4,ELEC
train_Client_0,2013-02-12,11,1335667,0,203,8,1,38,0,0,0,14264,14302,2,ELEC
train_Client_0,2010-07-22,11,1335667,0,203,6,1,278,0,0,0,6761,7039,4,ELEC
train_Client_0,2010-11-24,11,1335667,0,203,6,1,234,0,0,0,7039,7273,4,ELEC
train_Client_0,2005-10-17,11,1335667,0,203,6,1,124,0,0,0,3685,3809,4,ELEC
train_Client_0,2006-02-24,11,1335667,0,203,6,1,141,0,0,0,3809,3950,4,ELEC
train_Client_0,2006-06-23,11,1335667,0,203,6,1,162,0,0,0,3950,4112,4,ELEC
train_Client_0,2006-10-18,11,1335667,0,203,6,1,159,0,0,0,4112,4271,4,ELEC
train_Client_0,2007-06-27,11,1335667,0,203,6,1,240,0,0,0,4453,4693,4,ELEC
train_Client_0,2007-10-25,11,1335667,0,203,6,1,276,0,0,0,4693,4969,4,ELEC
train_Client_0,2007-02-26,11,1335667,0,203,6,1,182,0,0,0,4271,4453,4,ELEC
train_Client_0,2008-07-28,11,1335667,0,203,6,1,171,0,0,0,5246,5417,4,ELEC
train_Client_0,2009-01-04,11,1335667,0,203,6,1,315,0,0,0,5591,5906,4,ELEC
train_Client_0,2009-07-27,11,1335667,0,203,6,1,312,0,0,0,5906,6218,4,ELEC
train_Client_0,2009-11-24,11,1335667,0,203,6,1,267,0,0,0,6218,6485,4,ELEC
train_Client_0,2010-03-29,11,1335667,0,203,6,1,276,0,0,0,6485,6761,4,ELEC
train_Client_0,2008-01-04,11,1335667,0,203,6,1,277,0,0,0,4969,5246,4,ELEC
train_Client_1,2010-09-02,11,678902,0,203,8,1,388,0,0,0,11429,11817,2,ELEC
train_Client_1,2012-02-02,11,678902,0,203,8,1,448,0,0,0,14232,14680,4,ELEC
train_Client_1,2011-07-10,11,678902,0,203,6,1,487,0,0,0,13745,14232,4,ELEC
train_Client_1,2011-09-06,11,678902,0,203,6,1,469,0,0,0,13276,13745,4,ELEC
train_Client_1,2011-09-02,11,678902,0,203,6,1,495,0,0,0,12781,13276,4,ELEC
train_Client_1,2010-07-06,11,678902,0,203,6,1,444,0,0,0,11817,12261,4,ELEC
train_Client_1,2009-05-03,11,678902,0,203,6,1,498,0,0,0,9724,10222,4,ELEC
train_Client_1,2006-10-25,11,678902,0,203,6,1,565,0,0,0,5747,6312,4,ELEC
train_Client_1,2008-02-07,11,678902,0,203,6,1,528,0,0,0,8604,9132,4,ELEC
train_Client_1,2008-04-03,11,678902,0,203,6,1,555,0,0,0,8049,8604,4,ELEC
train_Client_1,2007-10-26,11,678902,0,203,6,1,716,0,0,0,7333,8049,4,ELEC
train_Client_1,2007-06-28,11,678902,0,203,6,1,507,0,0,0,6826,7333,4,ELEC
train_Client_1,2007-02-27,11,678902,0,203,6,1,514,0,0,0,6312,6826,4,ELEC
train_Client_1,2012-01-06,11,678902,0,203,6,1,190,0,0,0,14963,15153,2,ELEC
train_Client_1,2006-06-28,11,678902,0,203,6,1,522,0,0,0,5225,5747,4,ELEC
train_Client_1,2008-10-29,11,678902,0,203,6,1,592,0,0,0,9132,9724,4,ELEC
train_Client_1,2012-02-10,11,678902,0,203,6,1,706,0,0,0,15153,15859,4,ELEC
train_Client_1,2016-03-02,11,678902,0,203,9,1,524,0,0,0,20211,20735,4,ELEC
train_Client_1,2014-01-30,11,678902,0,203,8,1,390,0,0,0,17383,17773,4,ELEC
train_Client_1,2017-03-10,11,678902,0,203,9,1,584,0,0,0,22680,23264,4,ELEC
train_Client_1,2006-01-03,11,678902,0,203,6,1,564,0,0,0,4661,5225,4,ELEC
train_Client_1,2009-03-11,11,678902,0,203,6,1,1207,0,0,0,10222,11429,8,ELEC
train_Client_1,2010-05-10,11,678902,0,203,6,1,520,0,0,0,12261,12781,4,ELEC
train_Client_1,2018-01-02,11,678902,0,203,9,1,326,0,0,0,23264,23590,4,ELEC
train_Client_1,2019-04-02,11,678902,0,203,9,1,1082,0,0,0,23940,25022,8,ELEC
train_Client_1,2018-05-25,11,678902,0,203,9,1,350,0,0,0,23590,23940,4,ELEC
train_Client_1,2017-05-26,11,678902,0,203,9,1,498,0,0,0,22182,22680,4,ELEC
train_Client_1,2017-01-02,11,678902,0,203,9,1,447,0,0,0,21735,22182,4,ELEC
train_Client_1,2016-09-29,11,678902,0,203,9,1,548,0,0,0,21187,21735,4,ELEC
train_Client_1,2016-05-25,11,678902,0,203,9,1,452,0,0,0,20735,21187,4,ELEC
train_Client_1,2015-09-28,11,678902,0,203,9,1,673,0,0,0,19538,20211,4,ELEC
train_Client_1,2015-05-28,11,678902,0,203,8,1,432,0,0,0,19106,19538,4,ELEC
train_Client_1,2015-04-02,11,678902,0,203,9,1,502,0,0,0,18604,19106,4,ELEC
train_Client_1,2014-09-25,11,678902,0,203,8,1,831,0,0,0,17773,18604,8,ELEC
train_Client_1,2013-01-10,11,678902,0,203,6,1,534,0,0,0,16849,17383,4,ELEC
train_Client_1,2005-10-19,11,678902,0,203,6,1,551,0,0,0,4110,4661,4,ELEC
train_Client_1,2013-05-31,11,678902,0,203,8,1,990,0,0,0,15859,16849,8,ELEC
train_Client_10,2010-02-15,11,572765,0,203,8,1,407,0,0,0,31955,32362,4,ELEC
train_Client_10,2015-03-06,11,572765,0,203,8,1,815,0,0,0,37913,38728,8,ELEC
train_Client_10,2009-02-13,11,572765,0,203,6,1,569,0,0,0,30414,30983,4,ELEC
train_Client_10,2019-05-02,11,572765,0,207,9,1,2400,682,0,0,41532,44614,12,ELEC
train_Client_10,2017-05-30,11,572765,0,203,8,1,188,0,0,0,40634,40822,4,ELEC
train_Client_10,2015-05-10,11,572765,0,203,9,1,601,0,0,0,38728,39329,4,ELEC
train_Client_10,2014-10-10,11,572765,0,203,8,1,1092,0,0,0,36821,37913,12,ELEC
train_Client_10,2017-05-10,11,572765,0,203,9,1,710,0,0,0,40822,41532,4,ELEC
train_Client_10,2012-10-02,11,572765,0,203,8,1,1305,0,0,0,33735,35040,12,ELEC
train_Client_10,2009-10-14,11,572765,0,203,6,1,972,0,0,0,30983,31955,8,ELEC
train_Client_10,2008-10-14,11,572765,0,203,6,1,442,0,0,0,29972,30414,4,ELEC
train_Client_10,2008-06-16,11,572765,0,203,6,1,475,0,0,0,29497,29972,4,ELEC
train_Client_10,2008-02-15,11,572765,0,203,6,1,761,0,0,0,28736,29497,4,ELEC
train_Client_10,2007-10-16,11,572765,0,203,6,1,476,0,0,0,28260,28736,4,ELEC
train_Client_10,2007-06-18,11,572765,0,203,6,1,1355,0,0,0,26905,28260,12,ELEC
train_Client_10,2011-11-02,11,572765,0,203,6,1,417,0,0,0,33318,33735,4,ELEC
train_Client_10,2006-06-19,11,572765,0,203,6,1,931,0,0,0,25974,26905,8,ELEC
train_Client_10,2005-11-10,11,572765,0,203,6,1,459,0,0,0,25515,25974,4,ELEC
train_Client_100,2009-10-22,11,2078,0,413,6,1,0,0,0,0,98,98,4,ELEC
train_Client_100,2006-10-10,11,2078,0,413,6,1,0,0,0,0,90,90,4,ELEC
train_Client_100,2007-02-15,11,2078,0,413,6,1,1,0,0,0,90,91,4,ELEC
train_Client_100,2007-06-18,11,2078,0,413,6,1,0,0,0,0,91,91,4,ELEC
train_Client_100,2008-06-19,11,2078,0,413,6,1,0,0,0,0,91,91,4,ELEC
train_Client_100,2008-10-17,11,2078,0,413,6,1,0,0,0,0,91,91,4,ELEC
train_Client_100,2009-02-23,11,2078,0,413,6,1,7,0,0,0,91,98,4,ELEC
train_Client_100,2009-06-24,11,2078,0,413,6,1,0,0,0,0,98,98,4,ELEC
train_Client_100,2006-06-15,11,2078,0,413,6,1,0,0,0,0,90,90,4,ELEC
train_Client_100,2010-01-06,11,2078,0,413,6,1,0,0,0,0,98,98,6,ELEC
train_Client_100,2011-03-06,11,2078,0,413,6,1,0,0,0,0,99,99,4,ELEC
train_Client_100,2011-03-10,11,2078,0,413,6,1,0,0,0,0,99,99,4,ELEC
train_Client_100,2012-05-25,11,2078,0,413,6,1,0,0,0,0,99,99,6,ELEC
train_Client_100,2012-09-25,11,2078,0,413,9,1,15,0,0,0,99,114,4,ELEC
train_Client_100,2007-10-16,11,2078,0,413,6,1,0,0,0,0,91,91,4,ELEC
train_Client_100,2008-02-20,11,2078,0,413,6,1,0,0,0,0,91,91,4,ELEC
train_Client_100,2011-03-02,11,2078,0,413,6,1,0,0,0,0,99,99,4,ELEC
train_Client_100,2010-09-28,11,2078,0,413,6,1,1,0,0,0,98,99,4,ELEC
train_Client_100,2005-06-10,11,2078,0,413,6,1,0,0,0,0,90,90,4,ELEC
train_Client_100,2006-02-16,11,2078,0,413,6,1,0,0,0,0,90,90,4,ELEC
train_Client_1000,2015-02-13,11,019575,0,207,9,1,800,159,0,0,0,959,4,ELEC
train_Client_1000,2017-09-02,11,019575,0,207,9,1,800,109,0,0,6535,7444,4,ELEC
train_Client_1000,2017-06-06,11,019575,0,207,9,1,771,0,0,0,7444,8215,4,ELEC
train_Client_1000,2017-11-10,11,019575,0,207,9,1,800,400,800,382,8215,10597,4,ELEC
train_Client_1000,2018-09-02,11,019575,0,207,9,1,786,0,0,0,10597,11383,4,ELEC
train_Client_1000,2018-04-06,11,019575,0,207,9,1,736,0,0,0,11383,12119,4,ELEC
train_Client_1000,2018-11-10,11,019575,0,207,8,1,124,0,0,0,12553,12677,2,ELEC
train_Client_1000,2015-08-06,11,019575,0,207,9,1,665,0,0,0,959,1624,4,ELEC
train_Client_1000,2016-12-02,11,019575,0,207,9,1,767,0,0,0,2867,3634,4,ELEC
train_Client_1000,2016-06-06,11,019575,0,207,9,1,769,0,0,0,3634,4403,4,ELEC
train_Client_1000,2016-12-10,11,019575,0,207,9,1,800,400,800,132,4403,6535,4,ELEC
train_Client_1000,2019-02-13,11,019575,0,207,9,1,282,0,0,0,13055,13337,2,ELEC
train_Client_1000,2019-06-17,11,019575,0,207,8,1,392,0,0,0,13337,13729,4,ELEC
train_Client_1000,2015-08-10,11,019575,0,207,9,1,800,400,43,0,1624,2867,4,ELEC
train_Client_10000,2015-12-05,40,205147,0,5,9,1,693,0,0,0,4355,5048,4,GAZ
train_Client_10000,2015-07-09,11,1214514,0,203,8,1,0,0,0,0,28033,28033,2,ELEC
train_Client_10000,2016-01-18,11,1214514,0,203,8,1,0,0,0,0,28038,28038,2,ELEC
train_Client_10000,2016-01-18,40,205147,0,5,8,1,0,0,0,0,5077,5077,2,GAZ
train_Client_10000,2017-09-05,11,1214514,0,203,9,1,584,0,0,0,29015,29599,4,ELEC
train_Client_10000,2017-09-05,40,205147,0,5,9,1,380,0,0,0,5138,5518,4,GAZ
train_Client_10000,2017-08-09,11,1214514,0,203,9,1,447,0,0,0,29599,30046,4,ELEC
train_Client_10000,2018-01-16,11,1214514,0,203,9,1,540,0,0,0,30046,30586,4,ELEC
train_Client_10000,2018-09-05,11,1214514,0,203,9,1,425,0,0,0,30586,31011,4,ELEC
train_Client_10000,2012-05-14,11,1214514,0,203,6,1,646,0,0,0,18387,19033,4,ELEC
train_Client_10000,2012-05-14,40,205147,0,5,9,1,542,0,0,0,1136,1678,4,GAZ
train_Client_10000,2014-05-13,11,1214514,0,203,8,1,674,0,0,0,24047,24721,4,ELEC
train_Client_10000,2014-05-13,40,205147,0,5,9,1,600,0,0,0,3239,3839,4,GAZ
train_Client_10000,2019-05-14,11,1214514,0,203,8,1,1414,0,0,0,31011,32425,12,ELEC
train_Client_10000,2015-07-09,40,205147,0,5,9,1,0,0,0,0,5077,5077,2,GAZ
train_Client_10000,2010-05-17,11,1214514,0,203,8,1,1,0,0,0,15577,15578,4,ELEC
train_Client_10000,2010-01-19,40,205147,0,5,6,1,8,0,0,0,0,8,6,GAZ
train_Client_10000,2014-11-09,11,1214514,0,203,9,1,800,400,181,0,24721,26102,4,ELEC
train_Client_10000,2010-01-19,11,1214514,0,203,6,1,79,0,0,0,15498,15577,6,ELEC
train_Client_10000,2009-01-27,40,205147,0,5,6,1,0,0,0,0,0,0,4,GAZ
train_Client_10000,2009-01-27,11,1214514,0,203,6,1,5,0,0,0,15451,15456,4,ELEC
train_Client_10000,2008-09-17,11,1214514,0,203,9,1,103,0,0,0,15348,15451,4,ELEC
train_Client_10000,2008-05-23,11,1214514,0,203,6,1,7,0,0,0,15341,15348,4,ELEC
train_Client_10000,2008-01-25,11,1214514,0,203,6,1,12,0,0,0,15329,15341,4,ELEC
train_Client_10000,2007-09-14,11,1214514,0,203,6,1,136,0,0,0,15193,15329,8,ELEC
train_Client_10000,2007-01-17,11,1214514,0,203,9,1,44,0,0,0,15149,15193,4,ELEC
train_Client_10000,2006-09-13,11,1214514,0,203,6,1,27,0,0,0,15122,15149,4,ELEC
train_Client_10000,2010-05-17,40,205147,0,5,6,1,0,0,0,0,8,8,4,GAZ
train_Client_10000,2015-12-05,11,1214514,0,203,8,1,624,0,0,0,26971,27595,4,ELEC
train_Client_10000,2010-09-14,11,1214514,0,203,6,1,173,0,0,0,15578,15751,4,ELEC
train_Client_10000,2010-09-14,40,205147,0,5,6,1,14,0,0,0,8,22,4,GAZ
train_Client_10000,2011-05-19,11,1214514,0,203,6,1,150,0,0,0,16537,16687,2,ELEC
train_Client_10000,2011-05-19,40,205147,0,5,6,1,33,0,0,0,631,664,2,GAZ
train_Client_10000,2011-09-16,11,1214514,0,203,9,1,957,0,0,0,16687,17644,4,ELEC
train_Client_10000,2012-01-18,11,1214514,0,203,8,1,291,0,0,0,18096,18387,2,ELEC
train_Client_10000,2012-01-18,40,205147,0,5,9,1,333,0,0,0,803,1136,2,GAZ
train_Client_10000,2013-01-16,11,1214514,0,203,8,1,690,0,0,0,20714,21404,4,ELEC
train_Client_10000,2015-01-19,40,205147,0,5,9,1,461,0,0,0,3894,4355,4,GAZ
train_Client_10000,2013-01-16,40,205147,0,5,9,1,247,0,0,0,1759,2006,4,GAZ
train_Client_10000,2013-05-14,11,1214514,0,203,8,1,687,0,0,0,21404,22091,4,ELEC
train_Client_10000,2013-05-14,40,205147,0,5,9,1,596,0,0,0,2006,2602,4,GAZ
train_Client_10000,2013-11-09,11,1214514,0,203,6,1,1200,32,0,0,22091,23323,4,ELEC
train_Client_10000,2013-11-09,40,205147,0,5,8,1,70,0,0,0,2602,2672,4,GAZ
train_Client_10000,2014-01-16,11,1214514,0,203,8,1,724,0,0,0,23323,24047,4,ELEC
train_Client_10000,2014-01-16,40,205147,0,5,9,1,567,0,0,0,2672,3239,4,GAZ
train_Client_10000,2014-11-09,40,205147,0,5,8,1,55,0,0,0,3839,3894,4,GAZ
train_Client_10000,2015-01-19,11,1214514,0,203,8,1,800,69,0,0,26102,26971,4,ELEC
train_Client_10000,2011-09-16,40,205147,0,5,6,1,62,0,0,0,664,726,4,GAZ
train_Client_100000,2013-11-25,11,038089,1,413,6,1,1102,0,0,0,33716,34818,4,ELEC
train_Client_100000,2017-03-16,11,038089,0,413,8,1,247,0,0,0,37494,37741,8,ELEC
train_Client_100000,2016-07-19,40,50838,0,5,9,1,109,0,0,0,3479,3588,4,GAZ
train_Client_100000,2016-03-18,40,50838,0,5,9,1,78,0,0,0,3401,3479,4,GAZ
train_Client_100000,2016-03-18,11,038089,0,413,6,1,230,0,0,0,37015,37245,4,ELEC
train_Client_100000,2014-07-17,40,50838,0,5,8,1,4,0,0,0,3186,3190,2,GAZ
